ID,City,Parent Product Line,Product Line,Source of Contact,Sales Stage,Sales Team
1984,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1985,KUNDAPURA,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
1986,UDUPI,Safari 2.0,Safari XZ+ Gold,Referral,02 Open Green Form,AB7_3009550
1987,BENGALURU NORTH,Harrier,Harrier XZ+ Dark Edition New,Referral,02 Open Green Form,AB7_3009550
1988,UDUPI,Tiago,Tiago (P) XZ+ New,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
1989,UDUPI,Nexon EV,Nexon EV Dark XZ+,External Leads-Web,07 Closed Lost,AB7_3009550
1990,DAKSHINA KANNADA,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1991,UDUPI,Nexon,Nexon (P) XM New,Cold Calling,06 Sale Closed,AB7_3009550
1992,UDUPI,Harrier,Harrier XT+,External Leads-Web,07 Closed Lost,AB7_3009550
1993,SANTHEKATTE,Harrier,Harrier XTA+ Dark Edition,External Leads-Web,02a Pink Form,AB7_3009550
1994,KUNDAPURA,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
1995,UDUPI,Nexon EV,Nexon EV XZ+,External Leads-Web,07 Closed Lost,AB7_3009550
1996,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
1997,KONAJE,Nexon EV,Nexon EV XM,External Leads-Web,07 Closed Lost,AB7_3009550
1998,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
1999,UDUPI,Nexon,Nexon (P) XZ+ New,Referral,02a Pink Form,AB7_3009550
2000,HANEHALLI,Nexon EV,Nexon EV XZ+ Lux,Referral,02a Pink Form,AB7_3009550
2001,KONAJE,Safari 2.0,Safari XZA+,External Leads-Web,07 Closed Lost,AB7_3009550
2002,HOSUR,Harrier,Harrier XM New,External Leads - SSS Self,07 Closed Lost,AB7_3009550
2003,UDUPI,Harrier,Harrier XTA+,Referral,06 Sale Closed,AB7_3009550
2004,PUNE,Xpres T EV,Xpres T EV XM+,Call to Dealer,06 Sale Closed,AB7_3009550
2005,UDUPI,Nexon,Nexon (D) XMA New,External Leads-Web,07 Closed Lost,AB7_3009550
2006,UDUPI,Nexon EV,Nexon EV XM,Call to Dealer,06 Sale Closed,AB7_3009550
2007,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2008,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2009,KONAJE,Nexon,Nexon (P) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,AB7_3009550
2010,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
2011,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,AB7_3009550
2012,SIDDAPUR,Altroz,Altroz XM+ 1.5 D,Referral,02 Open Green Form,AB7_3009550
2013,UDUPI,Tiago,Tiago (P) XZA+ DT New,External Leads-Web,07 Closed Lost,AB7_3009550
2014,UDUPI,Tiago,Tiago (P) XTA New,External Leads-Web,07 Closed Lost,AB7_3009550
2015,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2016,UDUPI,Harrier,Harrier XE New,External Leads-Chat,07 Closed Lost,AB7_3009550
2017,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2018,KARKAL,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2019,SAGAR,Nexon,Nexon (P) XZ New,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2020,,Harrier,Harrier XT New,Cold Calling,06 Sale Closed,AB7_3009550
2021,BENGALURU EAST,Altroz,Altroz XE 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2022,UDUPI,Altroz,Altroz XT 1.2 P,Showroom Walk-in,06 Sale Closed,AB7_3009550
2023,UDUPI,Safari 2.0,Safari XZ,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2024,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2025,UDUPI,Nexon EV,Nexon EV XZ+ Lux,External Leads-Web,07 Closed Lost,AB7_3009550
2026,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2027,MUNDKURU,Altroz,Altroz XE 1.5 D Rhytm,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2028,UDUPI,Altroz,Altroz XT 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2029,ANDARU,Punch,Punch Adventure Rhythm,Referral,03 Open Yellow / Booked,AB7_3009550
2030,UDUPI,Harrier,Harrier XZA+,Showroom Walk-in,07 Closed Lost,AB7_3009550
2031,UDUPI,Tigor,Tigor (P) XZA+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2032,KONAJE,Safari 2.0,Safari XZ+ Adventure,External Leads-Web,07 Closed Lost,AB7_3009550
2033,KOTESHWAR,Nexon EV,Nexon EV XZ+,Cold Calling,06 Sale Closed,AB7_3009550
2034,BELTANGADI,Nexon,Nexon (P) XZ+ New,Referral,02a Pink Form,AB7_3009550
2035,MULOOR,Harrier,Harrier XZA+ (DT),Referral,06 Sale Closed,AB7_3009550
2036,KUNDAPURA,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2037,MANGALORE,Harrier,Harrier XZ+ New,Referral,07 Closed Lost,AB7_3009550
2038,UDUPI,Altroz,Altroz XE 1.5 D Rhytm,External Leads-Web,07 Closed Lost,AB7_3009550
2039,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2040,UDUPI,Altroz,Altroz XZ 1.2 P,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2041,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2042,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2043,UDUPI,Tigor,Tigor (P) XZA+ New,Cold Calling,06 Sale Closed,AB7_3009550
2044,,Altroz,Altroz XZ+ 1.2 P,Referral,07 Closed Lost,AB7_3009550
2045,UDUPI,Altroz,Altroz XZ(O) 1.5 D,External Leads-Dealer Website,07 Closed Lost,AB7_3009550
2046,SHANTHI NAGAR,Tiago,Tiago P NRG,Referral,02 Open Green Form,AB7_3009550
2047,HEBRI,Tiago,Tiago XE CNG,External Leads-Web,02 Open Green Form,AB7_3009550
2048,UDUPI,Nexon,Nexon (P) XZ+ Dark,Referral,02 Open Green Form,AB7_3009550
2049,UDUPI,Nexon,Nexon (P) XZ+ New,Call to Dealer,02 Open Green Form,AB7_3009550
2050,KUKKEHALLI,Tigor,Tigor (P) XMA New,External Leads-Web,02 Open Green Form,AB7_3009550
2051,NINJOOR,Tiago,Tiago (P) XE New,External Leads-Web,02 Open Green Form,AB7_3009550
2052,KUNJIBETTU,Nexon,Nexon (P) XMA+ (S),Showroom Walk-in,02 Open Green Form,AB7_3009550
2053,KUNDAPURA,Nexon,Nexon (D) XM New,External Leads-Web,02 Open Green Form,AB7_3009550
2054,PANDESHWARA,Nexon,Nexon (P) XM+ (S),External Leads-Web,02 Open Green Form,AB7_3009550
2055,PANDESHWARA,Nexon,Nexon (P) XZ+ New,Referral,03 Open Yellow / Booked,AB7_3009550
2056,DEVALKUNDA,Punch,Punch Adventure Rhythm,Referral,06 Sale Closed,AB7_3009550
2057,BYNDOOR,Safari 2.0,Safari XE,External Leads-Web,02 Open Green Form,AB7_3009550
2058,ADUR,Nexon,Nexon (D) XZ+ Dark,Referral,07 Closed Lost,AB7_3009550
2059,DUDDA,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2060,KATAPADY,Nexon,Nexon (P) XM New,Showroom Walk-in,02 Open Green Form,AB7_3009550
2061,SURATHKAL,Harrier,Harrier XZA+ Dark Edition,Showroom Walk-in,02 Open Green Form,AB7_3009550
2062,UDUPI,Punch,Punch Adventure,External Leads-Web,02 Open Green Form,AB7_3009550
2063,UDUPI,Altroz,Altroz XT 1.2 P Dark,External Leads-Web,07 Closed Lost,AB7_3009550
2064,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,02 Open Green Form,AB7_3009550
2065,HEGGUNJE,Nexon,Nexon (P) XM New,Referral,02a Pink Form,AB7_3009550
2066,UDUPI,Nexon,Nexon (P) XMA (S),External Leads-Web,02 Open Green Form,AB7_3009550
2067,108 KALTHUR,Tiago,Tiago (P) XTA New,External Leads-Web,02 Open Green Form,AB7_3009550
2068,UDUPI,Safari 2.0,Safari XZ+ Gold,Referral,02 Open Green Form,AB7_3009550
2069,UDUPI,Punch,Punch KZR AMT,Referral,03 Open Yellow / Booked,AB7_3009550
2070,HONAVAR,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,02 Open Green Form,AB7_3009550
2071,UDUPI,Harrier,Harrier XZ+ New,External Leads-Web,07 Closed Lost,AB7_3009550
2072,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2073,VIRAJPET,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2074,UDUPI,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2075,UDUPI,Nexon,Nexon (P) XM New,Cold Calling,06 Sale Closed,AB7_3009550
2076,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2077,UDUPI,Tiago,Tiago (P) XT New,External Leads-Chat,07 Closed Lost,AB7_3009550
2078,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2079,UDUPI,Harrier,Harrier XZA+,External Leads-Web,07 Closed Lost,AB7_3009550
2080,MOODABETTU,Tiago,Tiago (P) XZ+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2081,UDUPI,Harrier,Harrier XZA+ Dark Edition,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2082,UDUPI,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2083,KONAJE,Altroz,Altroz XZ 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2084,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2085,DHARWAD,Nexon,Nexon (P) XM (S),External Leads - SSS Self,06 Sale Closed,AB7_3009550
2086,BANTVAL,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2087,UDUPI,Altroz,Altroz XZ 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2088,DHARWAD,Nexon,Nexon (P) XM (S),Referral,07 Closed Lost,AB7_3009550
2089,MANGALORE,Nexon,Nexon (D) XM (S),External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2090,UDUPI,Altroz,Altroz XE 1.2 P Rhytm,Cold Calling,06 Sale Closed,AB7_3009550
2091,ADI UDUPI,Tiago,Tiago XT CNG,External Leads-Web,07 Closed Lost,AB7_3009550
2092,BAILOOR,Tiago,Tiago (P) XZA+ New,Referral,03 Open Yellow / Booked,AB7_3009550
2093,UDUPI,Altroz,Altroz XT 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2094,INNA,Tiago,Tiago (P) XT New,Referral,06 Sale Closed,AB7_3009550
2095,UDUPI,Altroz,Altroz XZ 1.2 P,Referral,07 Closed Lost,AB7_3009550
2096,BHATKAL,Safari 2.0,Safari XT+,Referral,07 Closed Lost,AB7_3009550
2097,PADU,Tiago,Tiago (P) XE New,Referral,07 Closed Lost,AB7_3009550
2098,,Nexon,Nexon (D) XZA+ (O) New,Cold Calling,06 Sale Closed,AB7_3009550
2099,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2100,AJRI,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2101,UDUPI,Tiago,Tiago (P) XZ+ DT New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2102,UDUPI,Nexon,Nexon (P) XMA (S),Showroom Walk-in,06 Sale Closed,AB7_3009550
2103,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2104,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2105,KOTESHWAR,Nexon,Nexon (P) XZ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2106,UDUPI,Harrier,Harrier XZA+,External Leads-Web,07 Closed Lost,AB7_3009550
2107,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2108,UDUPI,Altroz,Altroz XE 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2109,UDUPI,Punch,Punch Accomplish,External Leads-Web,06 Sale Closed,AB7_3009550
2110,BENGALURU EAST,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2111,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2112,UDUPI,Harrier,Harrier XT+,External Leads-Web,06 Sale Closed,AB7_3009550
2113,UDUPI,Tigor,Tigor (P) XMA New,External Leads-Web,07 Closed Lost,AB7_3009550
2114,UDUPI,Harrier,Harrier XZA+ Dark Edition,Referral,06 Sale Closed,AB7_3009550
2115,HOSANAGARA,Tiago,Tiago (P) XTO,External Leads-BAP,06 Sale Closed,AB7_3009550
2116,UDUPI,Tiago,Tiago (P) XZ+ New,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2117,BHATKAL,Nexon,Nexon (P) XM (S),External Leads-Web,06 Sale Closed,AB7_3009550
2118,,Nexon,Nexon (P) XE New,Cold Calling,06 Sale Closed,AB7_3009550
2119,UDUPI,Nexon,Nexon (P) XMA New,External Leads-Web,07 Closed Lost,AB7_3009550
2120,KALAVARA,Altroz,Altroz XE 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
2121,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2122,UDUPI,Tiago,Tiago (P) XZA+ DT New,External Leads-Web,02 Open Green Form,AB7_3009550
2123,ATHRADI,Nexon,Nexon (D) XZ+ Dark (L), External Leads-BAP,03 Open Yellow / Booked,AB7_3009550
2124,UDUPI,Altroz,Altroz XE+ 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2125,UDUPI,Altroz,Altroz XZ+ 1.2 P,Call to Dealer,02 Open Green Form,AB7_3009550
2126,KUNDAPURA,Harrier,Harrier XE New,External Leads-Web,02 Open Green Form,AB7_3009550
2127,UTTARA KANNADA,Harrier,Harrier XE New,External Leads-Web,02 Open Green Form,AB7_3009550
2128,PERDOOR,Harrier,Harrier XZA+ Dark Edition,External Leads-Web,02 Open Green Form,AB7_3009550
2129,UDUPI,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2130,MANGALORE,Nexon,Nexon (P) XE New,External Leads-Web,02 Open Green Form,AB7_3009550
2131,KARKALA,Nexon,Nexon (P) XZ New,External Leads-Web,02 Open Green Form,AB7_3009550
2132,UDUPI,Altroz,Altroz XZA 1.2 P,Showroom Walk-in,03 Open Yellow / Booked,AB7_3009550
2133,UDUPI,Altroz,Altroz XZ+ 1.5 D Dark,External Leads-Web,02 Open Green Form,AB7_3009550
2134,HEBRI,Altroz,Altroz XMA+ 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2135,UDUPI,Altroz,Altroz XE+ 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2136,UDUPI,Safari 2.0,Safari XMA,External Leads-Web,02 Open Green Form,AB7_3009550
2137,108 KALTHUR,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2138,HEGGUNJE,Nexon,Nexon (P) XM New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2139,BENGALURU,Tigor,Tigor (P) XZ+ DT New,External Leads-Web,02 Open Green Form,AB7_3009550
2140,UDUPI,Harrier,Harrier XZA+,Call to Dealer,02 Open Green Form,AB7_3009550
2141,UDUPI,Punch,Punch KZR IRA AMT,External Leads-Web,02 Open Green Form,AB7_3009550
2142,UTTARA KANNADA,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2143,UDUPI,Harrier,Harrier XE New,External Leads-Web,02 Open Green Form,AB7_3009550
2144,BENGALURU,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2145,SANTHEKATTE,Nexon,Nexon (P) XZ+ HS,Referral,03 Open Yellow / Booked,AB7_3009550
2146,UTTARA KANNADA,Tiago,Tiago (P) XZ+ DT New,External Leads-Web,02 Open Green Form,AB7_3009550
2147,PERDOOR,Safari 2.0,Safari XZA+ JET,External Leads-Dealer Website,06 Sale Closed,AB7_3009550
2148,UDUPI,Nexon,Nexon (D) XZ+ DT (L),External Leads-Web,02 Open Green Form,AB7_3009550
2149,UDUPI,Punch,Punch Pure Rhythm,External Leads-Web,02 Open Green Form,AB7_3009550
2150,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2151,UTTAR KANNADA,Tiago,Tiago (P) XT New,External Leads-Web,02 Open Green Form,AB7_3009550
2152,KUMBASHI,Tigor,Tigor XM CNG,External Leads-Web,02 Open Green Form,AB7_3009550
2153,MANGALORE,Punch,Punch Adventure Rhythm,External Leads-Web,02 Open Green Form,AB7_3009550
2154,UDUPI,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2155,UTTAR KANNADA,Altroz,Altroz XT 1.5 D,External Leads-Web,02 Open Green Form,AB7_3009550
2156,BASRUR,Punch,Punch Adventure,External Leads-Web,02 Open Green Form,AB7_3009550
2157,ALEVOOR,Nexon,Nexon (D) XM+ (S),Referral,04 Vehicle Allotted,AB7_3009550
2158,AJRI,Punch,Punch Pure,External Leads-Web,02 Open Green Form,AB7_3009550
2159,MANGALORE,Nexon,Nexon (D) XZ+ HS,External Leads-Web,02 Open Green Form,AB7_3009550
2160,UPPUNDA,Nexon,Nexon (P) XZ+ New,Referral,03 Open Yellow / Booked,AB7_3009550
2161,KARKAL,Altroz,Altroz XT 1.5 D Dark,External Leads-Web,02 Open Green Form,AB7_3009550
2162,ADI UDUPI,Altroz,Altroz XT 1.2 P,External Leads-Web,02 Open Green Form,AB7_3009550
2163,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2164,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2165,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2166,UDUPI,Nexon,Nexon (D) XZ+ (O) New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
2167,UDUPI,Tiago,Tiago (P) XZ+ DT New,External Leads-Web,07 Closed Lost,AB7_3009550
2168,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2169,DAKSHINA KANNADA,Altroz,Altroz XE 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2170,BENGALURU EAST,Nexon,Nexon (D) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2171,KONAJE,Harrier,Harrier XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2172,UDUPI,Harrier,Harrier XZ+ Dark Edition New,External Leads-Web,07 Closed Lost,AB7_3009550
2173,DAKSHINA KANNADA,Tiago,Tiago (P) XT New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
2174,KONAJE,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2175,PANAJE,Tiago,Tiago (P) XE New,Cold Calling,02a Pink Form,AB7_3009550
2176,KUNDAPURA,Altroz,Altroz XZ 1.2 P,Events,06 Sale Closed,AB7_3009550
2177,41 SHIROOR,Altroz,Altroz XZ 1.2 P,Call to Dealer,06 Sale Closed,AB7_3009550
2178,MALLAPUR,Altroz,Altroz XE 1.2 P Rhytm,External Leads-Web,06 Sale Closed,AB7_3009550
2179,PERNANKILA,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2180,SHIRIYARA,Nexon,Nexon (D) XM (S),Showroom Walk-in,06 Sale Closed,AB7_3009550
2181,UDUPI,Harrier,Harrier XZ New,Cold Calling,07 Closed Lost,AB7_3009550
2182,UDUPI,Harrier,Harrier XZ+ (DT) New,Cold Calling,07 Closed Lost,AB7_3009550
2183,UDUPI,Tiago,Tiago (P) XZ+ New,Cold Calling,06 Sale Closed,AB7_3009550
2184,UDUPI,Tiago,Tiago (P) XZ New,Cold Calling,02a Pink Form,AB7_3009550
2185,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2186,,Nexon,Nexon (D) XZA+ DT (O) New,Referral,07 Closed Lost,AB7_3009550
2187,KORGI,Nexon,Nexon (D) XM (S),Showroom Walk-in,06 Sale Closed,AB7_3009550
2188,UDUPI,Harrier,Harrier XZA+ CAMO,Showroom Walk-in,06 Sale Closed,AB7_3009550
2189,KONAJE,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2190,KONAJE,Altroz,Altroz XE 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2191,UDUPI,Nexon,Nexon (P) XZ+ (O) New,Cold Calling,06 Sale Closed,AB7_3009550
2192,DAKSHINA KANNADA,Harrier,Harrier XMA,Call to Dealer,07 Closed Lost,AB7_3009550
2193,MUDIGERE,Nexon,Nexon (P) XM New,Cold Calling,06 Sale Closed,AB7_3009550
2194,MUDRADY,Altroz,Altroz XT 1.2 P,External Leads-Web,06 Sale Closed,AB7_3009550
2195,KONAJE,Altroz,Altroz XM 1.2 P,External Leads-Chat,07 Closed Lost,AB7_3009550
2196,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Tollfree,07 Closed Lost,AB7_3009550
2197,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2198,KARKAL,Nexon,Nexon (P) XMA New,External Leads-Web,06 Sale Closed,AB7_3009550
2199,BALKUR,Altroz,Altroz XZ 1.5 D,External Leads-Web,07 Closed Lost,AB7_3009550
2200,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2201,UDUPI,Altroz,Altroz XT 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2202,KONAJE,Nexon,Nexon (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2203,UDUPI,Nexon,Nexon (D) XZ+ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2204,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AB7_3009550
2205,BENGALURU,Tigor,Tigor (P) XMA New,Cold Calling,06 Sale Closed,AB7_3009550
2206,UDUPI,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2207,UDUPI,Safari 2.0,Safari XE,External Leads-Chat,07 Closed Lost,AB7_3009550
2208,KUNDAPURA,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2209,UDUPI,Altroz,Altroz XZ 1.2 P Urban,External Leads-Web,07 Closed Lost,AB7_3009550
2210,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2211,KONAJE,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2212,MUDOOR,Altroz,Altroz XZ 1.5 D,Cold Calling,06 Sale Closed,AB7_3009550
2213,UDUPI,Nexon,Nexon (P) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,AB7_3009550
2214,UDUPI,Tiago,Tiago (P) XT New,External Leads-Chat,07 Closed Lost,AB7_3009550
2215,KUNDAPURA,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,06 Sale Closed,AB7_3009550
2216,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2217,UDUPI,Harrier,Harrier XMA,External Leads-Web,07 Closed Lost,AB7_3009550
2218,KOTESHWAR,Nexon,Nexon (P) XM (S),Call to Dealer,06 Sale Closed,AB7_3009550
2219,KUNDAPURA,Nexon,Nexon (P) XZA+ (S) New,Showroom Walk-in,06 Sale Closed,AB7_3009550
2220,UDUPI,Altroz,Altroz XM 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2221,MATTU,Nexon,Nexon (P) XZ New,Cold Calling,06 Sale Closed,AB7_3009550
2222,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2223,KONAJE,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,AB7_3009550
2224,UDUPI,Harrier,Harrier XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2225,CHANTHAR,Nexon,Nexon (P) XZ+ New,Referral,06 Sale Closed,AB7_3009550
2226,UDUPI,Tiago,Tiago (P) XT New,External Leads-Web,07 Closed Lost,AB7_3009550
2227,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2228,UDUPI,Tiago,Tiago (P) XZ New,External Leads-Web,07 Closed Lost,AB7_3009550
2229,UDUPI,Altroz,Altroz XT 1.2 P,External Leads-Chat,07 Closed Lost,AB7_3009550
2230,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AB7_3009550
2231,BAILOOR,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,06 Sale Closed,AB7_3009550
2232,KELARKALABETTU (OG),Punch,Punch Adventure Rhythm,Referral,02a Pink Form,AA10_3009550
2233,KUNJIBETTU,Nexon,Nexon (D) XM New,Showroom Walk-in,02a Pink Form,AA10_3009550
2234,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,AA10_3009550
2235,UDUPI,Punch,Punch Creative AMT ST,Call to Dealer,06 Sale Closed,AA10_3009550
2236,UDUPI,Altroz,Altroz XZ+ 1.2 P,Call to Dealer,07 Closed Lost,AA10_3009550
2237,BIDARAGODU,Altroz,Altroz XZ+ 1.2 P,Call to Dealer,06 Sale Closed,AA10_3009550
2238,KINNIMULKI,Punch,Punch Adventure Rhythm,Showroom Walk-in,07 Closed Lost,AA10_3009550
2239,KUNJIBETTU,Tiago,Tiago (P) XZ New,Showroom Walk-in,06 Sale Closed,AA10_3009550
2240,HONAVAR,Altroz,Altroz XT 1.2 P Dark,Call to Dealer,07 Closed Lost,AA10_3009550
2241,KUNTALPADI,Nexon,Nexon (D) XZ+ (S) New,Showroom Walk-in,07 Closed Lost,AA10_3009550
2242,KUNTALPADI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,AA10_3009550
2243,ALEVOOR,Punch,Punch Pure,External Leads-Web,07 Closed Lost,AA10_3009550
2244,KUNJIBETTU,Punch,Punch Accomplish AMT,Showroom Walk-in,06 Sale Closed,AA10_3009550
2245,KUNDAPURA,Nexon,Nexon (D) XMA (S),External Leads-Web,07 Closed Lost,AA10_3009550
2246,NADSAL,Punch,Punch Accomplish AMT,Showroom Walk-in,03 Open Yellow / Booked,AA10_3009550
2247,KALTHODU,Punch,Punch Accomplish Dazzle AMT,Showroom Walk-in,06 Sale Closed,AA10_3009550
2248,ATHRADI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,AA10_3009550
2249,UDUPI,Nexon EV,Nexon EV XZ+,Showroom Walk-in,07 Closed Lost,AA10_3009550
2250,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,AA10_3009550
